Launch_status,Title,Country,Prog_name,Launch_datetime,Launcher_name,Status,Price(million),Liftoff_Thrust(kN),Payload_to_LEO(kg),Payload_to_GTO(kg),Rocket_Height(m),Fairing_Diameter(m),Fairing_Height(m),Cross_Join
Success,MinotaurI|TacSat-2&GeneSat-1, USA,TacSat-2 & GeneSat-1,12/16/06 12:00,Northrop,Active,$40.00 ,935,580,NA,19.21,1.27,3.79,1
Success,DeltaII7920-10C|NROL-21, USA,NROL-21,12/14/06 21:00,ULA,Retired,0,"3,511","4,844",NA,38.9,3,8.9,1
Success,Proton-M/Briz-M|MEASAT3, Kazakhstan,MEASAT 3,12/11/06 23:28,ILS,Active,$65.00 ,"10,027","21,000","6,900",58.18,4.35,15.26,1
Success,SpaceShuttleDiscovery|STS-116, USA,STS-116,12/10/06 1:47,NASA,Retired,$450.00 ,"30,250","27,500","3,810",56.1,NA,NA,1
Success,Ariane5ECA|WildBlue-1&AMC-18, France,WildBlue-1 & AMC-18,12/8/06 22:08,Arianespace,Active,$200.00 ,"15,120","21,000","10,500",53,5.4,17,1
Success,LongMarch3A|Fengyun-2D, China,Fengyun-2D,12/8/06 0:53,CASC,Active,$69.70 ,"2,962","8,500","2,600",52.52,3.35,8.89,1
Success,DeltaII7925|GPSIIRM-3, USA,GPS IIRM-3,11/17/06 19:12,Boeing,Retired,0,"3,511",NA,"1,819",38.1,2.9,8.49,1
Success,Proton-M/Briz-M|Arabsat-4B, Kazakhstan,Arabsat-4B,11/8/06 20:01,ILS,Active,$65.00 ,"10,027","21,000","6,900",58.18,4.35,15.26,1
Success,DeltaIVMedium|DMSPF17, USA,DMSP F17,11/4/06 13:53,Boeing,Retired,$133.00 ,"3,137","8,800","4,540",62.5,4,11.75,1
Success,Zenit-3SL|XM-4, Russia,XM-4,10/30/06 23:48,Sea Launch,Retired,0,"7,257","13,740","6,000",59.46,4.1,10.4,1
Success,LongMarch3B|SinoSat2, China,SinoSat 2,10/28/06 16:20,CASC,Retired,0,"5,924","11,500","5,100",54.84,4,9.56,1
Success,DeltaII7925-10L|STEREO, USA,STEREO,10/26/06 0:52,Boeing,Retired,0,"3,511",NA,"1,739",39.3,3,9.3,1
Success,LongMarch4B|Shijian-6C&6D, China,Shijian-6C & 6D,10/23/06 23:34,CASC,Active,$64.68 ,"2,993","4,200","1,500",46.97,3.8,11.74,1
Success,SoyuzU|ProgressM-58, Kazakhstan,Progress M-58,10/23/06 13:40,Roscosmos,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Soyuz2.1a/Fregat|MetOp-A, Kazakhstan,MetOp-A,10/19/06 16:28,Starsem,Active,$23.00 ,"4,550","7,020","2,810",46.94,4.11,10.2,1
Success,"Ariane5ECA|DirecTV-9S,OptusD1&LDREX-2", France,"DirecTV-9S, Optus D1 & LDREX-2",10/13/06 20:56,Arianespace,Active,$200.00 ,"15,120","21,000","10,500",53,5.4,17,1
Success,DeltaII7925|GPSIIRM-2, USA,GPS IIRM-2,9/25/06 18:50,Boeing,Retired,0,"3,511",NA,"1,819",38.1,2.9,8.49,1
Success,"Mu-V/M-25|Hinode,Camatai&SSSat2", Japan,"Hinode, Camatai & SSSat 2",9/22/06 21:36,ISAS,Retired,0,"3,780","1,800",NA,30.7,NA,NA,1
Success,SoyuzFG|SoyuzTMA-9, Kazakhstan,Soyuz TMA-9,9/18/06 4:08,Roscosmos,Retired,0,"4,550","7,300",0,51.32,3,15.59,1
Success,SoyuzU|Cosmos2423, Kazakhstan,Cosmos 2423,9/14/06 13:41,VKS RF,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,LongMarch3A|ChinaSat-22A, China,ChinaSat-22A,9/12/06 16:02,CASC,Active,$69.70 ,"2,962","8,500","2,600",52.52,3.35,8.89,1
Success,H-IIA202|IGS-Optical2, Japan,IGS-Optical 2,9/11/06 4:35,MHI,Active,$90.00 ,NA,"10,000","4,100",53,4.07,12,1
Success,SpaceShuttleAtlantis|STS-115, USA,STS-115,9/9/06 15:14,NASA,Retired,$450.00 ,"30,250","27,500","3,810",56.1,NA,NA,1
Success,LongMarch2C|Shijian-8, China,Shijian-8,9/9/06 7:00,CASC,Active,$30.80 ,"2,962","2,500","1,000",34.65,3.35,5.84,1
Success,Zenit-3SL|Koreasat5, Russia,Koreasat 5,8/22/06 3:26,Sea Launch,Retired,0,"7,257","13,740","6,000",59.46,4.1,10.4,1
Success,Ariane5ECA|JCSAT-10&Syracuse3B, France,JCSAT-10 & Syracuse 3B,8/11/06 22:15,Arianespace,Active,$200.00 ,"15,120","21,000","10,500",53,5.4,17,1
Success,Proton-M/Briz-M|Hotbird8, Kazakhstan,Hotbird 8,8/4/06 21:48,ILS,Active,$65.00 ,"10,027","21,000","6,900",58.18,4.35,15.26,1
Success,Rokot/BrizKM|KompSat-2, Russia,KompSat-2,7/28/06 7:05,Eurockot,Retired,$13.00 ,"1,875","2,150",0,29.1,2.62,6.74,1
Failure,Dnepr|BelKa1&Others, Kazakhstan,BelKa 1 & Others,7/26/06 19:43,Kosmotras,Retired,$29.00 ,"4,166","4,500",500,34.3,3,7.45,1
Success,Molniya-M/Block2BL|Cosmos2422, Russia,Cosmos 2422,7/21/06 4:20,VKS RF,Retired,0,"4,391","6,200","2,400",44.23,2.58,7.81,1
Success,Dnepr|Genesis1, Russia,Genesis 1,7/12/06 14:53,Kosmotras,Retired,$29.00 ,"4,166","4,500",500,34.3,3,7.45,1
Failure,GSLVMkI|INSAT-4C, India,INSAT-4C,7/10/06 12:08,ISRO,Retired,$47.00 ,NA,NA,"1,500",49.13,3.4,7.8,1
Success,SpaceShuttleDiscovery|STS-121, USA,STS-121,7/4/06 18:37,NASA,Retired,$450.00 ,"30,250","27,500","3,810",56.1,NA,NA,1
Success,"DeltaIVMedium+(4,2)|NROL-22", USA,NROL-22,6/28/06 3:33,Boeing,Retired,$164.00 ,"4,895","10,440","6,390",62.5,4,11.75,1
Success,Tsyklon-2|Cosmos2421, Kazakhstan,Cosmos 2421,6/25/06 4:00,VKS RF,Retired,0,"2,650","2,850",0,39.65,3,10.7,1
Success,SoyuzU|ProgressM-57, Kazakhstan,Progress M-57,6/24/06 15:08,Roscosmos,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,DeltaII7925|MiTEx, USA,MiTEx,6/21/06 22:15,Boeing,Retired,0,"3,511",NA,"1,819",38.1,2.9,8.49,1
Success,Zenit-3SL|Galaxy16, Russia,Galaxy 16,6/18/06 7:49,Sea Launch,Retired,0,"7,257","13,740","6,000",59.46,4.1,10.4,1
Success,ProtonK/Block-DM-2|KazSat-1, Kazakhstan,KazSat-1,6/17/06 22:44,Roscosmos,Retired,0,"9,548","19,000","2,400",57.64,4.35,10.4,1
Success,SoyuzU|Resurs-DK1, Kazakhstan,Resurs-DK1,6/15/06 8:00,VKS RF,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Ariane5ECA|Satmex-6&Thaicom-5, France,Satmex-6 & Thaicom-5,5/27/06 21:09,Arianespace,Active,$200.00 ,"15,120","21,000","10,500",53,5.4,17,1
Success,Shtil'|Kompass-2,Russia,Kompass-2,5/26/06 18:50,SRC,Retired,0,807,220,0,14.8,0.5,1,1
Success,"DeltaIVMedium+(4,2)|GOES-N(GOES-13)", USA,GOES-N (GOES-13),5/24/06 22:11,Boeing,Retired,$164.00 ,"4,895","10,440","6,390",62.5,4,11.75,1
Success,SoyuzU|Cosmos2420, Russia,Cosmos 2420,5/3/06 17:38,VKS RF,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,"DeltaII7420-10C|CloudSat,CALIPSO", USA,"CloudSat, CALIPSO",4/28/06 10:02,Boeing,Retired,0,"3,020","3,099",NA,38.9,3,8.9,1
Success,LongMarch4C|Yaogan1, China,Yaogan 1,4/26/06 22:48,CASC,Active,$64.68 ,"2,993","4,200","1,500",46.97,3.8,11.74,1
Success,START-1|EROSB, Russia,EROS B,4/25/06 16:47,MITT,Active,0,890,532,0,22.74,1.33,3.34,1
Success,SoyuzU|ProgressM-56, Kazakhstan,Progress M-56,4/24/06 16:03,Roscosmos,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,AtlasV411|Astra1KR, USA,Astra 1KR,4/20/06 20:27,ILS,Retired,$115.00 ,"5,489","12,030","5,950",58.3,4.2,13.8,1
Success,MinotaurI|COSMIC(FORMOSAT-3), USA,COSMIC (FORMOSAT-3),4/15/06 1:40,Northrop,Active,$40.00 ,935,580,NA,19.21,1.27,3.79,1
Success,Zenit-3SL|JCSat-9, Russia,JCSat-9,4/12/06 23:29,Sea Launch,Retired,0,"7,257","13,740","6,000",59.46,4.1,10.4,1
Success,SoyuzFG|SoyuzTMA-8, Kazakhstan,Soyuz TMA-8,3/30/06 2:30,Roscosmos,Retired,0,"4,550","7,300",0,51.32,3,15.59,1
Failure,Falcon1|FalconSat-2, Marshall Islands,FalconSat-2,3/24/06 22:30,SpaceX,Retired,$7.00 ,343,470,NA,22.25,1.5,3.5,1
Success,PegasusXL|ST-5, USA,ST-5,3/22/06 14:03,Northrop,Active,$40.00 ,561,443,NA,17.6,1.15,2.13,1
Success,Ariane5ECA|Spainsat&Hotbird7A, France,Spainsat & Hotbird 7A,3/11/06 22:33,Arianespace,Active,$200.00 ,"15,120","21,000","10,500",53,5.4,17,1
Failure,Proton-M/Briz-M|Arabsat-4A, Kazakhstan,Arabsat-4A,2/28/06 20:10,ILS,Active,$65.00 ,"10,027","21,000","6,900",58.18,4.35,15.26,1
Success,"Mu-V/M-25|Akari,SSSat1&CUTE1.7", Japan,"Akari, SSSat 1 & CUTE 1.7",2/21/06 21:28,ISAS,Retired,0,"3,780","1,800",NA,30.7,NA,NA,1
Success,H-IIA2024|Himawari7, Japan,Himawari 7,2/18/06 6:27,MHI,Retired,0,NA,NA,"5,000",53,4.07,12,1
Success,Zenit-3SL|EchoStar-X, Russia,EchoStar-X,2/15/06 22:34,Sea Launch,Retired,0,"7,257","13,740","6,000",59.46,4.1,10.4,1
Success,H-IIA2022|Daichi, Japan,Daichi,1/24/06 1:33,MHI,Retired,0,NA,NA,"4,500",53,4.07,12,1
Success,AtlasV551|NewHorizons, USA,New Horizons,1/19/06 19:00,ILS,Active,$153.00 ,"12,141","18,850","8,900",62.2,5.4,26.5,1
Success,Proton-M/Briz-M|AMC-23, Kazakhstan,AMC-23,12/29/05 2:28,ILS,Active,$65.00 ,"10,027","21,000","6,900",58.18,4.35,15.26,1
Success,SoyuzFG/Fregat|GIOVE-A, Kazakhstan,GIOVE-A,12/28/05 5:19,Starsem,Retired,0,"4,550","7,300","1,800",43.5,3,8.1,1
Success,"ProtonK/Block-DM-2|Cosmos2417,2418&2419", Kazakhstan,"Cosmos 2417, 2418 & 2419",12/25/05 5:07,VKS RF,Retired,0,"9,548","19,000","2,400",57.64,4.35,10.4,1
Success,Ariane5GS|INSAT-4A&MSG-2, France,INSAT-4A & MSG-2,12/21/05 22:33,Arianespace,Retired,0,NA,NA,"6,600",NA,NA,NA,1
Success,Cosmos-3M|Cosmos2416, Russia,Cosmos 2416,12/21/05 19:34,VKS RF,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|ProgressM-55, Kazakhstan,Progress M-55,12/21/05 18:38,Roscosmos,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Ariane5ECA|Spaceway-2&Telkom-2, France,Spaceway-2 & Telkom-2,11/16/05 23:46,Arianespace,Active,$200.00 ,"15,120","21,000","10,500",53,5.4,17,1
Success,SoyuzFG/Fregat|VenusExpress, Kazakhstan,Venus Express,11/9/05 3:33,Starsem,Retired,0,"4,550","7,300","1,800",43.5,3,8.1,1
Success,Zenit-3SL|Inmarsat4F-2, Russia,Inmarsat 4F-2,11/8/05 14:06,Sea Launch,Retired,0,"7,257","13,740","6,000",59.46,4.1,10.4,1
Success,Cosmos-3M|TopSat1&Others, Russia,TopSat 1 & Others,10/27/05 6:52,VKS RF,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,TitanIV(404)B|NROL-20(KH-11Kennen), USA,NA,10/19/05 18:05,Lockheed,Retired,0,"15,000","21,680",NA,54,5.1,NA,1
Success,Ariane5GS|Syracuse3A&Galaxy15, France,Syracuse 3A & Galaxy 15,10/13/05 22:32,Arianespace,Retired,0,NA,NA,"6,600",NA,NA,NA,1
Success,LongMarch2F|Shenzhou6, China,Shenzhou 6,10/12/05 1:00,CASC,Retired,0,"5,985","8,400",0,58.34,3.6,19.11,1
Failure,Rokot/BrizKM|CryoSat-1, Russia,CryoSat-1,10/8/05 15:02,Eurockot,Retired,$13.00 ,"1,875","2,150",0,29.1,2.62,6.74,1
Success,SoyuzFG|SoyuzTMA-7, Kazakhstan,Soyuz TMA-7,10/1/05 3:54,Roscosmos,Retired,0,"4,550","7,300",0,51.32,3,15.59,1
Success,DeltaII7925|GPSIIRM-1, USA,GPS IIRM-1,9/26/05 3:37,Boeing,Retired,0,"3,511",NA,"1,819",38.1,2.9,8.49,1
Success,MinotaurI|Streak(STP-R1), USA,NA,9/23/05 2:24,Northrop,Active,$40.00 ,935,580,NA,19.21,1.27,3.79,1
Success,Proton-M/Briz-M|Anik-F1R, Kazakhstan,Anik-F1R,9/8/05 21:53,ILS,Active,$65.00 ,"10,027","21,000","6,900",58.18,4.35,15.26,1
Success,SoyuzU|ProgressM-54, Kazakhstan,Progress M-54,9/8/05 13:07,Roscosmos,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Cosmos2415, Kazakhstan,Cosmos 2415,9/2/05 9:49,VKS RF,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,LongMarch2D|FSW-33, China,FSW-3 3,8/29/05 8:45,CASC,Active,$29.75 ,"2,962","3,500","1,200",40.77,3.35,7.82,1
Success,Rokot/BrizKM|Monitor-E, Russia,Monitor-E,8/26/05 18:34,VKS RF,Retired,$13.00 ,"1,875","2,150",0,29.1,2.62,6.74,1
Success,Dnepr|Kirari&Reimei, Kazakhstan,Kirari & Reimei,8/23/05 21:09,Kosmotras,Retired,$29.00 ,"4,166","4,500",500,34.3,3,7.45,1
Success,SoyuzFG/Fregat|Galaxy14, Kazakhstan,Galaxy 14,8/13/05 23:28,Starsem,Retired,0,"4,550","7,300","1,800",43.5,3,8.1,1
Success,AtlasV401|MarsReconnaissanceOrbiter, USA,Mars Reconnaissance Orbiter,8/12/05 11:43,ILS,Active,$109.00 ,"3,826","9,797","4,750",58.3,4.2,13.8,1
Success,Ariane5GS|iPStar-1, France,iPStar-1,8/11/05 8:20,Arianespace,Retired,0,NA,NA,"6,600",NA,NA,NA,1
Success,LongMarch2C|FSW-42, China,FSW-4 2,8/2/05 7:30,CASC,Active,$30.80 ,"2,962","2,500","1,000",34.65,3.35,5.84,1
Success,SpaceShuttleDiscovery|STS-114, USA,STS-114,7/26/05 14:39,NASA,Retired,$450.00 ,"30,250","27,500","3,810",56.1,NA,NA,1
Success,Mu-V/M-25|Suzaku, Japan,Suzaku,7/10/05 3:30,ISAS,Retired,0,"3,780","1,800",NA,30.7,NA,NA,1
Success,LongMarch2D|Shijian-7, China,Shijian-7,7/5/05 22:40,CASC,Active,$29.75 ,"2,962","3,500","1,200",40.77,3.35,7.82,1
Success,ProtonK/Block-DM-2|Ekspress-AM3, Kazakhstan,Ekspress-AM3,6/24/05 19:41,Roscosmos,Retired,0,"9,548","19,000","2,400",57.64,4.35,10.4,1
Success,Zenit-3SL|Intelsat-Americas8, Russia,Intelsat-Americas 8,6/23/05 14:02,Sea Launch,Retired,0,"7,257","13,740","6,000",59.46,4.1,10.4,1
Failure,Volna|Cosmos1,Russia,Cosmos 1,6/21/05 19:46,SRC,Retired,0,618,100,0,14.2,1.3,1.4,1
Failure,Molniya-M/BlockML|Molniya-3Kn°175, Russia,Molniya-3K n°175,6/21/05 0:48,VKS RF,Retired,0,"4,391","6,200","2,400",42.8,2.58,8.28,1
Success,SoyuzU|ProgressM-53, Kazakhstan,Progress M-53,6/16/05 23:09,Roscosmos,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Foton-Mn°2, Kazakhstan,Foton-M n°2,5/31/05 12:00,Roscosmos,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Proton-M/Briz-M|DirecTV-8, Kazakhstan,DirecTV-8,5/22/05 17:59,ILS,Active,$65.00 ,"10,027","21,000","6,900",58.18,4.35,15.26,1
Success,DeltaII7320-10C|NOAA-N, USA,NOAA-N,5/20/05 10:22,Boeing,Retired,0,"2,533","2,703",NA,38.9,3,8.9,1
Success,PSLV-G|Cartosat-1&HAMSAT, India,Cartosat-1 & HAMSAT,5/5/05 4:45,ISRO,Retired,$25.00 ,"6,887","3,250","1,410",44.5,3.2,8.3,1
Success,TitanIV(405)B|NROL-16(Onyx), USA,NA,4/30/05 0:50,Lockheed,Retired,0,"15,000","21,680",NA,54,5.1,NA,1
Success,Zenit-3SL|Spaceway-1, Russia,Spaceway-1,4/26/05 7:31,Sea Launch,Retired,0,"7,257","13,740","6,000",59.46,4.1,10.4,1
Success,PegasusXL|DART, USA,DART,4/15/05 17:26,Northrop,Active,$40.00 ,561,443,NA,17.6,1.15,2.13,1
Success,SoyuzFG|SoyuzTMA-6, Kazakhstan,Soyuz TMA-6,4/15/05 0:46,Roscosmos,Retired,0,"4,550","7,300",0,51.32,3,15.59,1
Success,LongMarch3B|Apstar6, China,Apstar 6,4/12/05 12:00,CASC,Retired,0,"5,924","11,500","5,100",54.84,4,9.56,1
Success,MinotaurI|XSS-11, USA,XSS-11,4/11/05 13:35,Northrop,Active,$40.00 ,935,580,NA,19.21,1.27,3.79,1
Success,Proton-K/BlockDM-2M|Ekspress-AM2, Kazakhstan,Ekspress-AM2,3/29/05 21:31,Roscosmos,Retired,0,"9,548","19,000","2,500",57.64,4.35,10.4,1
Success,AtlasV431|Inmarsat-4F1, USA,Inmarsat-4 F1,3/11/05 21:42,ILS,Retired,$130.00 ,"8,815","15,260","7,700",59.1,4.2,13.8,1
Success,Zenit-3SL|XM-3, Russia,XM-3,3/1/05 3:50,Sea Launch,Retired,0,"7,257","13,740","6,000",59.46,4.1,10.4,1
Success,SoyuzU|ProgressM-52, Kazakhstan,Progress M-52,2/28/05 19:09,Roscosmos,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,H-IIA2022|Himawari6, Japan,Himawari 6,2/26/05 9:25,MHI,Retired,0,NA,NA,"4,500",53,4.07,12,1
Success,"Ariane5ECA|XTAR-EUR,Maqsat-B2&Sloshsat-FLEVO", France,"XTAR-EUR, Maqsat-B2 & Sloshsat-FLEVO",2/12/05 21:03,Arianespace,Active,$200.00 ,"15,120","21,000","10,500",53,5.4,17,1
Success,AtlasIIIB|NROL-23(Intruder7A&7B), USA,NROL-23 (Intruder 7A & 7B),2/3/05 7:41,Lockheed,Retired,0,"3,826","10,218","4,500",52.8,4.2,12.2,1
Success,Proton-M/Briz-M|AMC-12, Kazakhstan,AMC-12,2/3/05 2:27,ILS,Active,$65.00 ,"10,027","21,000","6,900",58.18,4.35,15.26,1
Success,Cosmos-3M|Cosmos2414&Universitietski, Russia,Cosmos 2414 & Universitietski,1/20/05 3:00,VKS RF,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,DeltaII7925|DeepImpact, USA,Deep Impact,1/12/05 18:47,Boeing,Retired,0,"3,511",NA,"1,819",38.1,2.9,8.49,1
Success,"Proton-K/BlockDM-2M|Cosmos2411,2412&2413", Kazakhstan,"Cosmos 2411, 2412 & 2413",12/26/04 13:53,VKS RF,Retired,0,"9,548","19,000","2,500",57.64,4.35,10.4,1
Partial Failure,Tsyklon-3|Sich1M&Micron1, Russia,Sich 1M & Micron 1,12/24/04 11:20,VKS RF,Retired,0,"3,032","4,100",0,39.27,2.7,9.54,1
Success,SoyuzU|ProgressM-51, Kazakhstan,Progress M-51,12/23/04 22:19,Roscosmos,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Partial Failure,DeltaIVHeavy|DemoSatand3CS-1&2, USA,NA,12/21/04 21:50,Boeing,Active,$350.00 ,"9,411","28,370","13,810",72,5.1,19.1,1
Success,"Ariane5G+|Hélios2A,PARASOL&Others", France,"Hélios 2A, PARASOL & Others",12/18/04 16:26,Arianespace,Retired,$190.00 ,NA,"6,200","6,950",NA,NA,NA,1
Success,AtlasV521|AMC-16, USA,AMC-16,12/17/04 12:07,ILS,Retired,$135.00 ,"7,152","13,500","6,480",62.2,5.4,26.5,1
Success,DeltaII7320-10C|Swift, USA,Swift,11/20/04 17:16,Boeing,Retired,0,"2,533","2,703",NA,38.9,3,8.9,1
Success,LongMarch2C|Shiyan-2, China,Shiyan-2,11/18/04 10:45,CASC,Active,$30.80 ,"2,962","2,500","1,000",34.65,3.35,5.84,1
Success,Soyuz2.1a|Oblik-GVM, Russia,Oblik-GVM,11/8/04 18:29,VKS RF,Active,$17.42 ,"4,550","7,500",0,51.38,4.11,15.59,1
Success,DeltaII7925|GPSIIR-13, USA,GPS IIR-13,11/6/04 5:39,Boeing,Retired,0,"3,511",NA,"1,819",38.1,2.9,8.49,1
Success,LongMarch4B|Ziyuan-203, China,Ziyuan-2 03,11/6/04 3:10,CASC,Active,$64.68 ,"2,993","4,200","1,500",46.97,3.8,11.74,1
Success,Proton-K/BlockDM-2M|Ekspress-AM1, Kazakhstan,Ekspress-AM1,10/29/04 22:11,Roscosmos,Retired,0,"9,548","19,000","2,500",57.64,4.35,10.4,1
Success,LongMarch3A|Fengyun-2C, China,Fengyun-2C,10/19/04 1:20,CASC,Active,$69.70 ,"2,962","8,500","2,600",52.52,3.35,8.89,1
Success,Proton-M/Briz-M|AMC-15, Kazakhstan,AMC-15,10/14/04 21:23,ILS,Active,$65.00 ,"10,027","21,000","6,900",58.18,4.35,15.26,1
Success,SoyuzFG|SoyuzTMA-5, Kazakhstan,Soyuz TMA-5,10/14/04 3:06,Roscosmos,Retired,0,"4,550","7,300",0,51.32,3,15.59,1
Success,SpaceShipOne|Flight17P, USA,Flight 17P,10/4/04 14:49,Scaled,Retired,0,NA,0,0,NA,NA,NA,1
Success,SpaceShipOne|Flight16P, USA,Flight 16P,9/29/04 15:09,Scaled,Retired,0,NA,0,0,NA,NA,NA,1
Success,LongMarch2D|FSW-32, China,FSW-3 2,9/27/04 8:00,CASC,Active,$29.75 ,"2,962","3,500","1,200",40.77,3.35,7.82,1
Success,SoyuzU|Cosmos2410, Russia,Cosmos 2410,9/24/04 16:49,VKS RF,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-3M|Cosmos2408and2409, Russia,Cosmos 2408 and 2409,9/23/04 15:07,VKS RF,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,GSLVMkI|GSAT-3, India,GSAT-3,9/20/04 10:31,ISRO,Retired,$47.00 ,NA,NA,"1,500",49.13,3.4,7.8,1
Success,LongMarch4B|Shijian-6A&6B, China,Shijian-6A & 6B,9/8/04 23:14,CASC,Active,$64.68 ,"2,993","4,200","1,500",46.97,3.8,11.74,1
Failure,Shavit-1|Ofek-6, Israel,Ofek-6,9/6/04 10:53,IAI,Retired,0,554,225,NA,20,1.35,4.37,1
Success,AtlasIIAS|NROL-1, USA,NA,8/31/04 23:17,Lockheed,Retired,0,"2,957","8,618","3,933",47.5,NA,NA,1
Success,LongMarch2C|FSW-41, China,FSW-4 1,8/29/04 7:50,CASC,Active,$30.80 ,"2,962","2,500","1,000",34.65,3.35,5.84,1
Success,SoyuzU|ProgressM-50, Kazakhstan,Progress M-50,8/11/04 5:03,Roscosmos,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Proton-M/Briz-M|Amazonas1, Kazakhstan,Amazonas 1,8/4/04 22:32,ILS,Active,$65.00 ,"10,027","21,000","6,900",58.18,4.35,15.26,1
Success,DeltaII7925H|MESSENGER, USA,MESSENGER,8/3/04 6:15,Boeing,Retired,0,"4,398",NA,"2,171",38.1,2.9,8.49,1
Success,LongMarch2C/SM|DoubleStarP, China,Double Star P,7/25/04 7:05,CASC,Retired,0,"2,963","2,500",NA,34.65,3.35,5.84,1
Success,Cosmos-3M|Cosmos2407, Russia,Cosmos 2407,7/22/04 17:46,VKS RF,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Ariane5G+|AnikF2, France,Anik F2,7/18/04 0:44,Arianespace,Retired,$190.00 ,NA,"6,200","6,950",NA,NA,NA,1
Success,DeltaII7920-10L|Aura, USA,Aura,7/15/04 10:01,Boeing,Retired,0,"3,511","4,805",NA,39.3,3,9.3,1
Success,Dnepr|DEMETER&Others, Kazakhstan,DEMETER & Others,6/29/04 6:30,Kosmotras,Retired,$29.00 ,"4,166","4,500",500,34.3,3,7.45,1
Partial Failure,Zenit-3SL|Telstar18, Russia,Telstar 18,6/29/04 3:58,Sea Launch,Retired,0,"7,257","13,740","6,000",59.46,4.1,10.4,1
Success,DeltaII7925|GPSIIR-12, USA,GPS IIR-12,6/23/04 22:54,Boeing,Retired,0,"3,511",NA,"1,819",38.1,2.9,8.49,1
Success,SpaceShipOne|Flight15P, USA,Flight 15P,6/21/04 14:50,Scaled,Retired,0,NA,0,0,NA,NA,NA,1
Success,Proton-M/Briz-M|Intelsat-1002, Kazakhstan,Intelsat-10 02,6/16/04 22:27,ILS,Active,$65.00 ,"10,027","21,000","6,900",58.18,4.35,15.26,1
Success,Zenit-2|Cosmos2406, Kazakhstan,Cosmos 2406,6/10/04 1:28,VKS RF,Retired,0,"7,257","13,500","4,500",57,3.9,13.65,1
Success,Tsyklon-2|Cosmos2405, Kazakhstan,Cosmos 2405,5/28/04 6:00,VKS RF,Retired,0,"2,650","2,850",0,39.65,3,10.7,1
Success,SoyuzU|ProgressM-49, Kazakhstan,Progress M-49,5/25/04 12:34,Roscosmos,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,MinotaurC(Taurus)|ROCSAT-2, USA,ROCSAT-2,5/20/04 17:47,Northrop,Active,$45.00 ,"1,607","1,458",NA,27.9,2.34,NA,1
Success,AtlasIIAS|AMC-11, USA,AMC-11,5/19/04 22:22,ILS,Retired,0,"2,957","8,618","3,933",47.5,NA,NA,1
Success,Zenit-3SL|DirecTV-7S, Russia,DirecTV-7S,5/4/04 12:41,Sea Launch,Retired,0,"7,257","13,740","6,000",59.46,4.1,10.4,1
Success,Proton-K/BlockDM-2M|Ekspress-AM11, Kazakhstan,Ekspress-AM11,4/26/04 20:37,Roscosmos,Retired,0,"9,548","19,000","2,500",57.64,4.35,10.4,1
Success,DeltaII7920-10C|GravityProbeB, USA,Gravity Probe B,4/20/04 16:57,Boeing,Retired,0,"3,511","4,844",NA,38.9,3,8.9,1
Success,SoyuzFG|SoyuzTMA-4, Kazakhstan,Soyuz TMA-4,4/19/04 3:19,Roscosmos,Retired,0,"4,550","7,300",0,51.32,3,15.59,1
Success,LongMarch2C|Shiyan-1&NanoSatellite1, China,Shiyan-1 & Nano Satellite 1,4/18/04 15:59,CASC,Active,$30.80 ,"2,962","2,500","1,000",34.65,3.35,5.84,1
Success,AtlasIIAS|Superbird6, USA,Superbird 6,4/16/04 0:45,ILS,Retired,0,"2,957","8,618","3,933",47.5,NA,NA,1
Success,ProtonK/Block-DM-2|Raduga-17, Kazakhstan,Raduga-1 7,3/27/04 3:30,Roscosmos,Retired,0,"9,548","19,000","2,400",57.64,4.35,10.4,1
Success,DeltaII7925|GPSIIR-11, USA,GPS IIR-11,3/20/04 17:53,Boeing,Retired,0,"3,511",NA,"1,819",38.1,2.9,8.49,1
